model,category,key_no,symbol,part_number,description
SX-750,Receiver,,PL8,AEL-069,"Lamp with leads (8V, 50mA)"
SX-750,Receiver,,PL9,AEL-069,"Lamp with leads (8V, 50mA)"
SX-750,Receiver,,FU1,AEK-104,Fuse 1.5A
SX-750,Receiver,,FU2,AEK-107,Fuse 0.5A
SX-750,Receiver,,FU3,AEK-111,Fuse 0.8A
SX-750,Receiver,,FU4,AEK-111,Fuse 0.8A
SX-750,Receiver,,FU5,AEK-100,Fuse 4A
SX-750,Receiver,,R1,RD ½PS 225J,Carbon film 2.2M ½W
SX-750,Receiver,,C1,ACH-057,"Electrolytic 15,000 50V"
SX-750,Receiver,,C2,ACH-057,"Electrolytic 15,000 50V"
SX-750,Receiver,,C3,ACG-003,Ceramic 0.01 150V (DC1 .4kV)
SX-750,Receiver,,C4,ACG-001,Ceramic 0.01 150V (DC1 .4kV)
SX-750,Receiver,,T2,T22-025,Ferrite balun
SX-750,Receiver,,L1,AXB-004,Ferrite bar antenna
SX-750,Receiver,,L2,T24-030,Choke coil
SX-650,Receiver,,,ANB-444,Front panel assembly
SX-650,Receiver,,,AAB-100,Knob (SPEAKERS)
SX-650,Receiver,,,AAB-099,Knob (BASS)
SX-650,Receiver,,,AAB-099,Knob (TREBLE)
SX-650,Receiver,,,AAD-113,"Knob (HIGH FILTER,FM MUTING,LOUDNESS,MODE,TAPE 1,TAPE 2)"
SX-650,Receiver,,,AKA-002,Terminal (ANTENNA)
SX-650,Receiver,,,AKE-017,Terminal (GND)
SX-650,Receiver,,,AKB-027,Terminal (INPUT)
SX-650,Receiver,,,AKB-027,Terminal (TAPE 1)
SX-650,Receiver,,,AKB-027,Terminal (TAPE 2)
SX-650,Receiver,,,ANF-379,Cover
SX-650,Receiver,,,AKP-011,DIN connector socket
SX-650,Receiver,,,GWR-101,Power amplifier assembly 2
SX-650,Receiver,,T1,ATT-315,Power transformer (MODEL KC)
SX-650,Receiver,,T1,ATT-303,Power transformer (MODEL KU)
SX-650,Receiver,,,AXA-070,Tuning drum assembly
SX-650,Receiver,,,AWE-075-A,Tuner and AF assembly e/w AWK-165 EQ amplifier
SX-650,Receiver,,,AEC-251,Dial scale plate
SX-650,Receiver,,,AKE-029,Terminal (SPEAKER)
SX-650,Receiver,,,GWH-101,Power amplifier assembly 1
SX-650,Receiver,,,ANH-298,Slide cover
SX-650,Receiver,,,AAW-040,Meter
SX-650,Receiver,,,AKN-009,Phone jack (PHONES)
SX-650,Receiver,,,ACV-159,Variable resistor (BASS)
SX-650,Receiver,,,ACV-160,Variable resistor (TREBLE)
SX-650,Receiver,,,ASK-090,"Lever switch (HIGH FILTER, FM MUTING)"
SX-650,Receiver,,,AXA-124,Tuning shaft assembly
SX-650,Receiver,,,AKN-011,Phone jack (MIC)
SX-650,Receiver,,,ASD-049,Rotary switch (FUNCTION)
SX-650,Receiver,,,ASK-090,"Lever switch (LOUDNESS, MODE, TAPE MONITOR 1, 2)"
SX-650,Receiver,,,ACV-179,Variable resistor 100k (VOLUME)
SX-650,Receiver,,,ACV-135,Variable resistor (BALANCE)
SX-650,Receiver,,L1,AXB-004,Ferrite bar-antenna
SX-650,Receiver,,L2,T24-030,RF choke coil
SX-650,Receiver,,PL1,AEL-060,Lamp assembly 8V 300mA
SX-650,Receiver,,PL2,AEL-060,Lamp assembly 8V 300mA
SX-650,Receiver,,PL3,AEL-060,Lamp assembly 8V 300mA
SX-650,Receiver,,PL4,AEL-069,Lamp with leads 8V 50mA
SX-650,Receiver,,PL5,AEL-061,Lamp with leads 8V 50mA
SX-650,Receiver,,FU3,AEK-111,Fuse 0.8A (KCU/S)
SX-650,Receiver,,Q1,SP-40W,Transistor
SX-650,Receiver,,Q2,SP-40W,Transistor
SX-650,Receiver,,C1,ACH-071,"Electrolytic 8,000 50V"
SX-650,Receiver,,C2,ACH-071,"Electrolytic 8,000 50V"
SX-650,Receiver,,C4,ACG-003,Ceramic 0.01 150V (DC1.4kV) (KC)
SX-650,Receiver,,C4,ACG-001,Ceramic 0.01 150V (DC1 .4kV) (KU)
SX-550,Receiver,,,ANB-417,Front panel assembly
SX-550,Receiver,,,AAA-036,Knob (TUNING)
SX-550,Receiver,,,AAB-100,Knob (SPEAKER)
SX-550,Receiver,,,AAB-099,"Knob (BASS, TREBLE)"
SX-550,Receiver,,,AAD-110,"Knob (FM MUTING, MONO)"
SX-550,Receiver,,,AAB-099,Knob (BALANCE)
SX-550,Receiver,,,AAB-110,Knob (VOLUME)
SX-550,Receiver,,,AAB-100,Knob (FUNCTION)
SX-550,Receiver,,,AAD-100,"Knob (LOUDNESS, TAPE MONITOR 1,2)"
SX-550,Receiver,,,AKE-028,Terminal (ANTENNA)
SX-550,Receiver,,,AKB-027,Terminal 4P
SX-550,Receiver,,,AKP-011,DIN connector socket (REC/PLAY)
SX-550,Receiver,,,AKP-004,AC socket (AC OUTLETS)
SX-550,Receiver,,,AXB-006,Ferrite bar-antenna
SX-550,Receiver,,,AKE-029,Terminal (SPEAKERS)
SX-550,Receiver,,,AEC-249,Fuse cover
SX-550,Receiver,,,ADG-005,AC power cord (KC)
SX-550,Receiver,,,AEC-240,Acrylic board
SX-550,Receiver,,,AXA-117,Tuning shaft assembly
SX-550,Receiver,,,AWE-072,RF assembly
SX-550,Receiver,,,AXA-066,Dial pulley assembly
SX-550,Receiver,,,AWM-101,AF MUTING assembly
SX-550,Receiver,,,AWK-056,AF assembly (KC)
SX-550,Receiver,,,AAW-053,Meter
SX-550,Receiver,,,AKN-009,Phone jack (PHONES)
SX-550,Receiver,,,ASA-042,Selector switch (SPEAKER/POWER)
SX-550,Receiver,,,ACV-138,"Variable resistor (BASS, TREBLE)"
SX-550,Receiver,,,ASG-092,"Push switch (FM MUTING, MODE)"
SX-550,Receiver,,,ACV-126,Variable resistor (BALANCE)
SX-550,Receiver,,,AXA-117,Tuning shaft assembly
SX-550,Receiver,,,ASD-048,Selector switch (FUNCTION)
SX-550,Receiver,,,AKN-011,Phone jack (MIC)
SX-550,Receiver,,,ASG-093,"Push switch (LOUDNESS, TAPE MONITOR 1, 2)"
SX-550,Receiver,,,ACV-161,Variabie resistor (VOLUME)
SX-550,Receiver,,PL1,AEL-060,Lamp assembly 8V 300mA
SX-550,Receiver,,PL2,AEL-060,Lamp assembly 8V 300mA
SX-550,Receiver,,PL3,AEL-060,Lamp assembly 8V 300mA
SX-550,Receiver,,PL4,AEL-062,Lamp with leads 6V 50mA
SX-550,Receiver,,PL5,AEL-061,Lamp with leads 6V 50mA
SX-550,Receiver,,FU1,AEK-100,Fuse 4A
SX-550,Receiver,,FU2,AEK-100,Fuse 4A
SX-550,Receiver,,FU3,AEK-111,Fuse 0.8A
SX-550,Receiver,,FU4,AEK-111,Fuse 0.8A
SX-550,Receiver,,FU5,AEK-104,Fuse 1.5A
SX-550,Receiver,,FU6,AEK-100,Fuse 4A
SX-550,Receiver,,C1,ACG-001,Ceramic 0.01 150V (DC1 .4kV) (KU)
SX-550,Receiver,,C2,ACG-003,Ceramic 0.01 150V (DC1 .4kV)
SX-550,Receiver,,C3,CKDYF 103Z 50,Ceramic 0.01 50V
SX-550,Receiver,,C4,CKDYF 103Z 50,Ceramic 0.01 50V
SX-550,Receiver,,C5,CKDYF 103Z 50,Ceramic 0.01 50V
SX-550,Receiver,,C6,ACH-055,"Electrolytic 6,800 35V"
SX-550,Receiver,,C7,ACH-055,"Electrolytic 6,800 35V"
SX-550,Receiver,,C8,CKDYF 103Z 50,Ceramic 0.01 50V
SX-550,Receiver,,R1,RD ½PS 225J,Carbon film 2.2M ½W
SX-550,Receiver,,T1,ATT-263,Power transformer (KU)
SX-550,Receiver,,T1,ATT-305,Power transformer (KC)
SX-550,Receiver,,T2,AXB-006,Bar-antenna assembly (KC)
SX-1010,Receiver,1,,ATT-166-A,Power transformer (KCU)
SX-1010,Receiver,1,,ATT-174-0,Power transformer (F)
SX-1010,Receiver,1,,ATT-179-0,Power transformer (GN)
SX-1010,Receiver,,,ANF-242-A,Sub-chassis
SX-1010,Receiver,,,ANH-213-A,Shield cover
SX-1010,Receiver,,,AWE-040-0,Tuner assembly
SX-1010,Receiver,,,ANF-244-A,Tuner assernbly-held metal
SX-1010,Receiver,,,AWH-032-0,Power amplifier assembly
SX-1010,Receiver,,,AWR-053-0,Power supply circuit assembly (KCU. F)
SX-1010,Receiver,,,AWR-063-0,Power supply circuit assembly (GN)
SX-1010,Receiver,,,AWM-039-A,Muting circuit assembly
SX-1010,Receiver,,,ABA-010-A,Screw M4X15
SX-1010,Receiver,,,B21-011-0,Washer
SX-1010,Receiver,,,AMM-034-A,Wooden cabinet assembly
SX-1010,Receiver,,,ANH-205-0,Heat sink
SX-1010,Receiver,,,ANF-231-0,Heat sink-held metal
SX-1010,Receiver,,,ANF-232-0,Heat sink-held metal
SX-1010,Receiver,,,ANH-212-0,Shield cover
SX-1010,Receiver,,,AWF-013-0,Equalizer ampliﬁer assembly
SX-1010,Receiver,,,AEB-019-0,P.C. board holder
SX-1010,Receiver,,,AWB-017-0,FM front end
SX-1010,Receiver,,,AXA-015-A,Tuning pulley assembly
SX-1010,Receiver,,,K13-048-0,Ground terminal strip (2P)
SX-1010,Receiver,,,AEC-064-0,Wire clip
SX-1010,Receiver,,,K13-047-0,Ground terminal strip (4P)
SX-1010,Receiver,,,AEC-151-0,Wire supporter
SX-1010,Receiver,,,AWM-062-0,Protection circuit assembly
SX-1010,Receiver,,,AWR-054-A,Power supply circuit assembly
SX-1010,Receiver,,,K13-047-0,Ground terminal strip (4P)
SX-1010,Receiver,,,AEC-004-0,Wire clip
SX-1010,Receiver,,,ANA-067-C,Chassis
SX-1010,Receiver,,,ASR-002-0,Relay
SX-1010,Receiver,,,ANE-056-0,Bottom plate
SX-1010,Receiver,,,AEC-027-B,Foot
SX-1010,Receiver,,,AAG-072-A,Dial scale
SX-1010,Receiver,,,ANF-243-A,Dial scale-held metal
SX-1010,Receiver,,,AAF-031-A,Dial pointer
SX-1010,Receiver,,,AAW-029-0,Meter (Signal Bt tuning)
SX-1010,Receiver,,,ANH-211-B,Lamp Box
SX-1010,Receiver,,,ANG-097-0,Lamp holder
SX-1010,Receiver,,,AKK-002-0,Pilot lamp socket
SX-1010,Receiver,,,AEL-015-0,"Pilot lamp 8V, 0.3A (meter)"
SX-1010,Receiver,,,ANG-100-0,P.C. board cover
SX-1010,Receiver,,,AWX-069-0,Lamp board assembly
SX-1010,Receiver,,,E22-032-0,"Pilot lamp 8V, 0.3A (dial scale)"
SX-1010,Receiver,,,ANH-210-A,Lamp box
SX-1010,Receiver,,,AEL-014-0,"Pilot lamp 6V, 30mA (stereo indicator)"
SX-1010,Receiver,,,AEB-031-0,Rubber bracket
SX-1010,Receiver,,,ANB-255-B,Front panel assembly
SX-1010,Receiver,,,AAD-040-0,"Knob (Power, Tone, Duplicate, Monitor,4 CH adaptor, NR adaptor)"
SX-1010,Receiver,,,AAB-069-A,Knob (Bass-sub)
SX-1010,Receiver,,,AAB-068-A,Knob (Bass-main)
SX-1010,Receiver,,,AAB-068-A,"Knob (Treble-main, Volume, Balance)"
SX-1010,Receiver,,,AAC-034-A,Ornamental ring
SX-1010,Receiver,,,AAA-026-0,Knob (Tuning)
SX-1010,Receiver,,,AAB-069-A,Knob (Treble-sub)
SX-1010,Receiver,,,AAD-082-A,"Knob (Dimmer, FM muting)"
SX-1010,Receiver,,,AAE-007-0,Coupler (knob-to-switch)
SX-1010,Receiver,,,AEC-152-A,Spacer
SX-1010,Receiver,,,AEC-160-0,Bush
SX-1010,Receiver,,,AAD-064-A,"Knob (SPKR A,B,C)"
SX-1010,Receiver,,,AAD-065-A,"Knob (Low cut, High cut, -20dB)"
SX-1010,Receiver,,,AAD-066-A,Knob (Function)
SX-1010,Receiver,,,AAD-067-A,"Knob (Mode, Loudness)"
SX-1010,Receiver,,,ASK-080-0,Lever switch (Power) (KCU)
SX-1010,Receiver,,,ASK-081-0,"Lever switch (Power) (F, GN)"
SX-1010,Receiver,,,K72-026-0,Phone jack (Headphone)
SX-1010,Receiver,,,AED-018-0,Shading plate
SX-1010,Receiver,,,AEC-085-0,Nut (insulator)
SX-1010,Receiver,,,AND-072-A,Sub-chassis
SX-1010,Receiver,,,K72-024-0,Phone jack (Microphone)
SX-1010,Receiver,,,AWS-072-0,Switch circuit assembly
SX-1010,Receiver,,,ANH-206-0,Shield cover
SX-1010,Receiver,,,AWG-027-0,Control ampliﬁer assembly
SX-1010,Receiver,,,M49-025-E,Pulley shaft
SX-1010,Receiver,,,AEC-153-0,Pulley
SX-1010,Receiver,,,AEL-023-0,Pilot lamp 8V 50 mA (Position)
SX-1010,Receiver,,,ANG-099-0,Lamp holder
SX-1010,Receiver,,,ANG-102-A,Pulley-held metal
SX-1010,Receiver,,,AEC-101-0,Pulley
SX-1010,Receiver,,,AEB-057-A,Rubber bracket
SX-1010,Receiver,,,AEB-058-A,Rubber bracket
SX-1010,Receiver,,,AND-073-B,Sub-panel
SX-1010,Receiver,,,ANF-249-0,Shading metal
SX-1010,Receiver,,,AWS-068-0,Switch circuit assembly (dirnmer)
SX-1010,Receiver,,,AXA-056-0,Tuning shaft assembly
SX-1010,Receiver,,,AWS-064-0,Switch circuit assembly (speaker)
SX-1010,Receiver,,,AWS-071-0,"Switch circuit assembly (filter, -20dB)"
SX-1010,Receiver,,,AWS-069-A,Switch circuit assembly (function)
SX-1010,Receiver,,,AWS-070-A,"Switch circuit assembly (mode, loudness)"
SX-1010,Receiver,,,ANH-208-A,Shield cover
SX-1010,Receiver,,,AKE-014-0,Speaker output terminal
SX-1010,Receiver,,,AKP-005-0,"AC socket (KCU, F)"
SX-1010,Receiver,,,AWX-062-0,5P connector assembly
SX-1010,Receiver,,,AKR-012-0,Fuse holder (AC power) (KCU)
SX-1010,Receiver,,,AKR-001-0,Fuse holder (AC power) (F)
SX-1010,Receiver,,,AKB-014-0,Phono jack-A (4 jacks)
SX-1010,Receiver,,,AKB-019-0,Phono jack (1 jack)
SX-1010,Receiver,,,AKB-017-0,Phono jack-B (6 jacks)
SX-1010,Receiver,,,AKA-002-0,Antenna terminal board
SX-1010,Receiver,,,ANC-105-B,Rear panel (KCU)
SX-1010,Receiver,,,ANC-111-0,Rear panel (F)
SX-1010,Receiver,,,ANC-113-0,Rear panel (GN)
SX-1010,Receiver,,,ADG-005-A,"AC power cord (KCU, F)"
SX-1010,Receiver,,,AEC-079-0,"AC cord grommet (KCU, F)"
SX-1010,Receiver,,,AKP-008-0,Connector (AC Power) (GN)
SX-1010,Receiver,,,AAL-200-A,Model name plate (KCU)
SX-1010,Receiver,,,AAL-204-0,Model name plate (F)
SX-1010,Receiver,,,AAL-205-0,Model name plate (GN)
SX-1010,Receiver,,,AKE-012-A,Binding post for ground
SX-1010,Receiver,,,ATB-027-0,Ferrite loopstick antenna
SX-1010,Receiver,,,W72-092-0,Ferrite antenna holder assembly
SX-1010,Receiver,,C1,CKDYF 1032 50,Ceramic 0.01 50V
SX-1010,Receiver,,C2,CKDYF 1032 50,Ceramic 0.01 50V
SX-1010,Receiver,,C3,CKDYF 1032 50,Ceramic 0.01 50V
SX-1010,Receiver,,C4,CKDYF 1032 50,Ceramic 0.01 50V
SX-1010,Receiver,,C5,CQMA 472J 50,Mylar 0.0047 50V
SX-1010,Receiver,,C6,CQMA 472J 50,Mylar 0.0047 50V
SX-1010,Receiver,,C7,ACG-001-0,Ceramic 0.01 250V
SX-1010,Receiver,,C8,ACG-003-0,Ceramic 0.01 250V (KCU)
SX-1010,Receiver,,C8,ACG-001-0,Ceramic 0.01 250V (F)
SX-1010,Receiver,,C9,ACH-037-0,Electrolytic 18000 63V
SX-1010,Receiver,,C10,ACH-037-0,Electrolytic 18000 63V
SX-1010,Receiver,,C11,ACH-001-0,Ceramic 0.01 250V (F)
SX-1010,Receiver,,R1,RD½PS 225J,Carbon film 2.2M ½W (KCU)
SX-1010,Receiver,,R2,PS2P 332J,Metal oxide 3.3k 2W
SX-1010,Receiver,,R3,RS2P 332J,Metal oxide 3.3k 2W
SX-1010,Receiver,,Q1,"2SC1116A-R, O or Y/2SC1079S-R or Y/2SD287P-K, L or M",Transistor
SX-1010,Receiver,,Q2,"2SC1116A-R, O or Y/2SC1079S-R or Y/2SD287P-K, L or M",Transistor
SX-1010,Receiver,,Q3,"2SC1116A-R, O or Y/2SC1079S-R or Y/2SD287P-K, L or M",Transistor
SX-1010,Receiver,,O4,"2SC1116A-R, O or Y/2SC1079S-R or Y/2SD287P-K, L or M",Transistor
SX-1010,Receiver,,Q5,"2SA747A-R, O or Y/2SA679S-R or Y/2SB539P-K, L or M",Transistor
SX-1010,Receiver,,Q6,"2SA747A-R, O or Y/2SA679S-R or Y/2SB539P-K, L or M",Transistor
SX-1010,Receiver,,Q7,"2SA747A-R, O or Y/2SA679S-R or Y/2SB539P-K, L or M",Transistor
SX-1010,Receiver,,Q8,"2SA747A-R, O or Y/2SA679S-R or Y/2SB539P-K, L or M",Transistor
SX-1010,Receiver,,VR1,ACV-132-0,Variable resistor (Bass-sub)
SX-1010,Receiver,,VR2,ACV-130-0,Variable resistor (Bass-main)
SX-1010,Receiver,,VR3,ACV-133-0,Variable resistor (Treble-sub)
SX-1010,Receiver,,VR4,ACV-131-0,Variable resistor (Treble-main)
SX-1010,Receiver,,S1,ASK-070-0,Lever switch (Tone)
SX-1010,Receiver,,VR1,ACV-135-0,Variable resistor 250k-HB (Balance)
SX-1010,Receiver,,VR2,ACV-134-0,Variable resistor 250k-B1 (Volume)
SX-1010,Receiver,,S1,ASK-072-0,Lever switch (Duplicate)
SX-1010,Receiver,,S2,ASK-072-0,Lever switch (Tape 1)
SX-1010,Receiver,,S3,ASK-072-0,Lever switch (Tape 2)
SX-1010,Receiver,,S4,ASK-072-0,Lever switch (4 CH adaptor)
SX-1010,Receiver,,S5,ASK-072-0,Lever switch (NR adaptor)
SX-939,Receiver,2-59,,AWS-066-0,"Switch circuit assembly (filters,AF muting)"
SX-939,Receiver,,,ASK-072-0,Lever swilch [monitor-2)
SX-939,Receiver,1-5,,ANE-055-B,Bottom plate
SX-939,Receiver,1-18,,AEC-007-0,Wire clip (C)
SX-939,Receiver,2-36,,K72-024-0,Phone jack (Microphone)
SX-737,Receiver,77,,AXA-058-A,Tuning pulley assembly
SX-636,Receiver,67,,AEK-042-0,Fuse 3.15A (protection - GN))
SX-636,Receiver,77,,AWX-062-0,5P connector assembly
SX-636,Receiver,84,,ANF-267-A,Reinforced metal
SX-434,Receiver,28,,ADG-004-0,AC power cord (FV)
SX-434,Receiver,,C10,CQMA 122K 50,Mylar  0.0012  50V
SX-434,Receiver,,,ACV-137-0,Variable resistor 100k-A2 (Treble)
SX-450,Receiver,,,AAF-046,Dial pointer assembly
SX-1980,Receiver,,,ASG-127,"Push switch (FILTER, FM)"
SX-1980,Receiver,,,ASE-001,Slide rotary switch (kΩ)
SX-1980,Receiver,,VR2,ACW-102 (ACV-166),Variable resistor (BASS 100Hz)
SX-1980,Receiver,,R3,ACN-027,Wire wound 470 10W
SX-1280,Receiver,,,AKE-031,Terminal (GND)
SX-1280,Receiver,,C1,ACH-089,Electrolytic  15000  100V
SX-1280,Receiver,,C8,CKDYF 402Z 50,Ceramic  0.04  50V
SX-1080,Receiver,,,AAD-140,"Push knob (FM, AM, AUX, PHONO 2,MIC, PHONO 1)"
SX-1080,Receiver,,,AKA-002,Antenna terminal
SX-980,Receiver,,,AMM-066,Bonnet
SX-980,Receiver,,,ACV-162,Variable resistor (VOLUME)
SX-880/890,Receiver,,FU4,AEK-108,Fuse 5A
SX-780,Receiver,,S8,ASG-139,Dual push (SPEAKERS)
SX-828,Receiver,,C13,CQMA 223K 50,Mylar  0.022  50V (FVZW)
SX-828,Receiver,,,AKB-007-0,6P input terminal board (A)
SX-828,Receiver,,,W11-043-A,FM front end (FW)
SX-828,Receiver,,,AKR 001-0,Fuse holder (FW)
SX-727,Receiver,,,AKP-002-0,Spare AC outlet
SX-828,Receiver,,T1,ATT-058-0,Power transformer (KUW)
SX-727,Receiver,,,AWX-017-0,CR unit (FW)
SX-424,Receiver,,R3,RD½PS 821J,Carbon film  820  ½W
SX-626 (1971),Receiver,,,E21-027-0,Fuse 2A
SX-626 (1973),Receiver,9,,E22-017-0,"Pilot lamp 8V, 0.3A (dial scale)"
SX-626 (1973),Receiver,13,,AKC-015-0,Terminal strip (2P)    KUW
SX-626 (1973),Receiver,87,,ASA-026-A,"Rotary switch (Speakers)    KUW, KCW"
SX-1250,Receiver,,,AWS-098,Speakers switch assembly (HG)
SA-9500,Integrated Amplifier,,,AWX-086-0,Fuse assembly (KCU)
SA-9500,Integrated Amplifier,,,ACT-304-0,Impedance selection 233kΩ (PHONO 2 IMPEDANCE)
SA-7500,Integrated Amplifier,,,ASD-026-0,Rotary switch (TREBLE TURNOVER)
SA-7500,Integrated Amplifier,,,ACV-407-0,"Variable resistor 250kΩ-HB/100kΩ-B1 (BALANCE, VOLUME)"
SA-7500,Integrated Amplifier,,,ASD-029-0,Rotary switch (MODE)
SA-9500II,Integrated Amplifier,,,ASK-127,Lever switch (POWER-HG)
SA-9500II,Integrated Amplifier,,,AKE-030,Screw for ground (GND)
SA-8800,Integrated Amplifier,,"FU2, FU3",AEK-111,Fuse (0.8A)
SA-8800,Integrated Amplifier,,Q8,2SA1075/A/-G,Transistor
SA-7800,Integrated Amplifier,,,AAD-172,Knob (TAPE DUPLICATE)
SA-7800,Integrated Amplifier,,FU1,AEK-109,Fuse 6A
SA-1000,Integrated Amplifier,,C37,ACH-001-B,Electrolytic 1000 63V
SA-1000,Integrated Amplifier,,,W52-004-0,Compound part for REC
SA-1000,Integrated Amplifier,,,AKR-001-O,Fuse holder (FVW model)
SA-1000,Integrated Amplifier,,,D51-004-B,Connection cord (Red)
SPEC-1,Pre-Amplifier,,,AAB-095,Knob (VOLUME)
SX-450,Receiver,,,ADG-002,AC powercord (S)
SX-450,Receiver,,,ARB-191,Operating instructions SX-450 (English-S)
SX-550,Receiver,,R70,RD½PS 5R6J,Carbon film 5.6 ½W (KU)
SX-550,Receiver,,,ADG-002,AC power cord (S)
SA-900,Integrated Amplifier,,S5,S15-034-A,TREBLE Control Switch (L)
SA-900,Integrated Amplifier,,S13,S42-006-A,MUTING Switch
SA-800,Integrated Amplifier,,C36,C43-003-0,Ceramic 0.01 DC 1.4kV (FWV)
SA-700,Integrated Amplifier,,,M61-017-0,Foot
SA-700,Integrated Amplifier,,,E21-005-0,Fuse 2A
SA-600,Integrated Amplifier,,S7,S42-012-A,Lever switch (Low cut filter)
SA-600,Integrated Amplifier,,,K42-003-A,Pilot lamp socket
SA-600,Integrated Amplifier,,,D11-002-B,AC cord (FVW)
SA-500,Integrated Amplifier,,,W15-055-O,MAIN AMP Unit
SA-500,Integrated Amplifier,,,W15-004-O,MAIN AMP Unit (NB)
SA-500A,Integrated Amplifier,,,ATT-036-B,Power Transformer (KU)
SPEC-4,Amplifier,,,AAB-153,Knob (LEFT LEVEL)
SPEC-4,Amplifier,,,AKP-002,AC socket (AC OUTLET)
SPEC-4,Amplifier,,Q1,2SD424-R or O (2SD555-R or S),Transistor
RT-707,Reel To Reel Tape,,S15,RSG-048,SWITCH(PAUSE/REPEAT)
RT-1011L,Reel To Reel Tape,4-3,,RWX-058-0,REC lamp P.C. board assembly
RT-1011L,Reel To Reel Tape,4-47,,RAL-151-0,Name plate (FV model)
RT-1011L,Reel To Reel Tape,5-9,,RNE-513-0,Cord fixer (B)
RT-1020L,Reel To Reel Tape,1-17,,B22-426-0,Washer 6ɸ BN1
RT-1020L,Reel To Reel Tape,2-29,SL3,RXP-011-C,Pinch solenoid
RT-1020L,Reel To Reel Tape,3-20,,RAC-002-A,Function button (FAST)
RT-1020L,Reel To Reel Tape,3-46,,B11-012-A,Screw (GND)
RT-1020L,Reel To Reel Tape,4-36,,RNC-068-0,Stiffen angle
SA-5500II,Integrated Amplifier,,,ASK-108,Lever switch (POWER)
SA-5500II,Integrated Amplifier,,,GWH-103,Power amplifier assembly
CT-F1000,Cassette Tape,,,RWX-180,Meter amplifier assembly
CT-F1000,Cassette Tape,,,RKB-014,4P mount pin jack
RG-1,Dynamic Range Expander,,,AAW-052,Meter (Dynamic expansion)
SX-1000TW,Receiver,,,A59-030-0,Bracket
PL-530,Turntable,,,PWX-007,Positional detector assembly
PL-530,Turntable,,PT,PTT-020,Power transformer (S type)
PL-530,Turntable,,,KNK-055,45 RPM Adaptor
PL-550,Turntable,,,PNW-096,Bottom plate
PL-71,Turntable,1-22,,PPD-504-0,Tonearm assembly
PL-71,Turntable,1-22-2001,,KXA-688-0,Weight sleeve
PL-71,Turntable,1-22-2003,,KLA-632-B,Main weight
PL-71,Turntable,3-23,,KXB-063-F,Switch assembly
PL-71,Turntable,3-28-2006,,KLA-727-0,Shaft
PL-71,Turntable,5-8,,KEX-002-A,Screw driver
SX-2500,Receiver,,,S48-002-A,Spring Switch
SX-2500,Receiver,,,W13-026-0,MPX Unit
SX-2500,Receiver,,,W18-029-0,PROTECTOR Unit (FVW)
SX-2500,Receiver,,,R12-068-0,"Installation, Operation and Service Manual  (FVW)  SX-2500"
SX-3900,Receiver,,T2,ATT-675,Power transformer (KU)
SX-770,Receiver,,S6,S31-022-0,High Cut Filter Switch (Push type)
SX-9000,Receiver,,,A12-197-B,"Knob for SELECTOR, TONE COLOR"
SX-9000,Receiver,,,K91-005-0,Fuse holder (1p)
SX-440,Receiver,,,R12-024-B,"Installation, Operation and Service Manual SX-440"
SX-3800,Receiver,,,GWS-223,Switch assembly (Speakers)
SX-3800,Receiver,,,ARB-357,"Operating instructions SX-3800 (S,S/G)"
SX-990,Receiver,,,T52-158-O,Power Transformer
SX-990,Receiver,,,A31-090-A,Dial Pionter
SX-3700,Receiver,,VR2,ACT-127,Variable 100K (TREBLE)
SX-820,Receiver,,,AWS-149,Function switch assembly
CT-F9191,Cassette Tape,,,RXX-167,Front panel assembly
SX-6000,Receiver,,,W13-026-C,MPX Unit
TX-9500,Tuner,2-32,,W72-092-0,Antenna holder assembly
TX-9500,Tuner,2-43,,ANF-303-0,Side frame
TX-9500,Tuner,2-66,,AEC-178-0,Foot
TX-6200,Tuner,,,AKR-001-0,"Fuse holder (F,FVZ)"
TX-6200,Tuner,1-5,,AWE-025-0,Tuner assembly
TX-6200,Tuner,1-18,,E32-079-0,AC cord stopper
TX-6200,Tuner,1-31,,AEC-037-0,Wire clip S
TX-6200,Tuner,1-44,,AEC-037-0,Wire clip S
TX-5300,Tuner,,,AHD-246-0,Packing case
TX-5300,Tuner,13,,AAA-027-A,Knob (TUNING)
TX-5300,Tuner,,,AEK-016-0,Fuse 0.5A (secondary)
SA-7700,Integrated Amplifier,,,AAB-180,"Knob (BALANCE, FUNCTION)"
SA-7700,Integrated Amplifier,,,GWX-171,Terminal assembly (KC)
SA-606,Integrated Amplifier,,,AWX-137,DIN connector assembly (HG)
SA-606,Integrated Amplifier,,,ARB-258,"Operating instructions SA-606 (ENGLlSH - S,S/G,HG)"
SG-9500,Equalizer,,,AAD-111,Knob (LEFT octave control)
SG-9800,Equalizer,,,AAD-181,Knob assembly (octave control)
SG-9800,Equalizer,,,GWM-132,AF amplifier assembly
M-22,Amplifier,,,AKR-032,Fuse holder 1P (KL-type)
QA-800,Integrated Amplifier,,S3,ASA-005-0,SPEAKERS/POWER switch
QA-800A,Integrated Amplifier,,,AEC-057-0,Foot
QL-600,Integrated Amplifier,,,AMM-005- D,Wooden Case
QL-600,Integrated Amplifier,,,AKP-001-A,Spare AC Outlet
QC-800,Pre-Amplifier,,,AHD-016-0,Packing case
QC-800A,Pre-Amplifier,,S3,S16-054-A,Bass switch
QM-800A,Amplifier,,,K13-047-0,4P ground terminal
